feat_187,feat_240,feat_239,feat_227,feat_67,feat_159,feat_233,feat_5,feat_228,feat_230,feat_3,feat_14,feat_248,feat_217,feat_250,feat_73,feat_158,feat_170,feat_107,feat_242,feat_222,feat_197,feat_255,feat_204,feat_244,feat_147,feat_180,feat_15,feat_143,feat_13,feat_219,feat_168,feat_237,feat_149,feat_109,feat_246,feat_160,feat_205,feat_169,feat_138,feat_220,feat_23,feat_10,feat_153,feat_155,feat_249,feat_189,feat_140,feat_203,feat_218,feat_173,feat_214,feat_178,feat_198,feat_148,feat_164,feat_25,feat_254,feat_174,feat_108,feat_195,feat_183,feat_139,feat_235,feat_175,feat_144,feat_229,feat_172,feat_190,feat_177
0.297651,0.170230,1.130502,0.259653,-0.893458,-0.008914,-0.994666,0.187529,-0.012546,0.108330,0.388131,0.657139,-0.410965,0.568899,0.243182,0.539251,-0.555244,0.161525,-1.520771,0.271010,0.316798,0.269479,0.233106,0.164476,0.937407,0.108631,0.129632,0.309305,-0.171281,-0.511793,1.432687,0.150145,0.792112,0.388802,-1.346545,0.227948,0.157855,0.167739,0.791521,-0.115848,0.214503,1.175043,0.179266,-0.307588,0.238883,0.609284,0.697844,0.118033,-0.482551,0.158795,-0.355059,0.904068,-0.248903,-0.402117,-0.038187,1.022050,0.322404,0.689401,0.193427,1.493431,0.327924,-0.341996,0.275392,0.232414,0.135607,0.516526,0.430166,0.239797,0.297916,0.114164
0.401898,0.319255,1.312542,0.275861,-1.593052,-0.026123,-1.060293,0.243765,-0.331663,0.309361,0.495199,0.395198,-0.898643,0.367959,0.417402,2.105285,-0.384457,0.139669,-1.450150,0.362008,0.421877,0.375701,0.411788,0.424023,1.009278,0.090555,0.114752,0.125529,-0.550609,-0.035937,0.772021,-0.002225,0.840150,0.484666,-1.368250,-0.228409,0.081833,0.282029,0.770922,-0.166214,0.398580,0.605303,0.244132,0.022319,0.129543,0.536847,0.568660,0.086591,-1.082664,-1.019623,-0.403337,0.977329,-0.336010,-1.103348,-0.060808,0.615786,0.276283,0.852961,0.274588,1.548936,0.100765,-0.304742,0.311149,0.657566,0.147949,0.482977,0.878862,0.207902,0.078210,0.109557
0.387375,0.190453,1.665466,0.410598,-1.531168,-0.263725,-1.060293,0.218907,-0.188298,0.211254,0.519783,0.992604,-0.502883,0.491345,0.369206,2.280944,-0.321135,0.034296,-1.162305,0.477588,0.623215,0.140536,0.594365,-0.163530,1.273282,0.075978,0.035766,0.249725,-0.069540,0.276034,0.707337,0.492883,1.187750,0.114935,-1.074623,0.263546,0.011081,0.081660,0.650634,0.027246,0.129569,-2.321522,0.239502,-0.215503,0.214529,0.843426,0.535936,0.010902,-0.519821,0.166606,-0.249432,0.865255,-0.153310,-0.166264,0.052671,0.190332,0.908963,1.041415,0.182220,1.296273,0.131839,-0.108023,0.108713,0.390866,0.090783,0.141725,0.750318,0.071304,0.074131,0.063036
0.582914,1.051522,2.049727,0.496107,-1.249907,0.892680,-1.181179,0.843722,-1.114369,0.568249,-1.257247,0.992604,-1.116510,0.595074,1.206835,0.790460,-0.603660,0.251201,-1.726858,0.483901,0.569192,0.409790,0.570130,0.077923,1.273282,0.178091,0.136414,0.485653,-0.187455,-0.771355,1.074114,-0.264910,1.209843,0.893117,-1.533229,0.287276,0.388911,0.230300,0.655938,-0.702441,0.297680,-3.385657,0.632565,-0.706651,0.315620,3.120446,0.922455,0.205111,-0.885822,-0.275768,-0.431339,0.744558,-0.522665,-1.079979,-0.044503,0.139510,1.530764,1.041415,0.849419,1.721929,0.281605,-0.339566,0.163800,0.428960,0.302878,0.707277,0.750318,0.229200,0.152959,0.102061
0.579827,0.713372,1.456508,0.734592,-0.919753,0.892680,-1.181179,0.662936,-1.114369,0.734373,-1.257247,0.866256,-1.116510,0.426311,1.146636,0.536858,-0.912011,0.336543,-1.686302,0.353056,0.520722,0.688772,0.320604,0.522218,0.687257,0.187337,0.223198,0.737173,-0.187455,-1.357965,1.074114,-0.264910,0.589114,0.893117,-1.293232,0.131299,0.586151,0.252385,0.911109,-0.702441,0.352509,-3.076513,0.444336,-0.706651,0.423894,3.120446,0.922455,0.249670,-0.885822,-0.275768,-0.460213,0.779331,-0.764143,-1.079979,-0.146395,1.355200,1.532062,0.301584,0.849419,1.578563,0.694057,-0.631714,0.219297,0.381227,0.312956,0.707277,1.248715,0.281041,0.625701,0.166049
0.583207,0.925885,1.403940,0.497283,-1.719510,0.850821,-0.867960,0.307999,-1.128072,0.612607,-0.444154,0.178839,-1.602100,0.253585,0.729578,2.264959,-0.912011,0.410436,-1.627990,0.428640,0.402529,0.609265,0.908801,1.260120,0.710605,0.310512,0.480004,0.281731,-2.232889,-0.998343,0.461332,-1.518888,0.756558,2.048322,-1.619011,0.687527,0.289793,0.538747,0.996231,-0.883660,0.412008,0.948384,0.257281,-2.619591,0.498341,1.275966,0.956085,0.400304,-1.583714,-1.952875,-2.541021,0.983942,-1.136006,-1.356374,-0.977182,1.324473,0.363069,1.890439,2.337170,1.797354,0.410841,-1.113588,1.972986,0.466254,0.616333,2.951249,1.052549,0.417486,0.605959,0.471888
0.439898,0.637675,0.916390,0.532860,-1.445861,-0.258367,-0.867960,0.373613,-0.071166,0.358464,0.058103,0.932142,-1.887328,0.427417,0.722053,1.157964,-0.358571,0.087457,-1.072097,0.341736,0.835010,0.263572,0.564055,-0.126547,1.130800,0.087607,0.071083,0.380792,-0.135193,-0.217787,0.721722,0.378297,0.575112,0.142780,-1.062852,0.555051,0.028469,0.211504,0.973582,-0.011255,0.180903,0.810837,0.263934,0.053609,0.161813,1.121815,0.711866,0.019755,-1.566708,0.017806,-0.553750,0.753982,-0.230274,-0.692846,0.052546,0.279878,0.167935,1.449254,0.302374,1.226651,0.126110,-0.239711,0.105225,0.390405,0.189672,0.240569,1.086788,0.152267,0.100116,0.056150
0.624449,0.586237,1.767483,0.499009,-0.964984,1.081189,-1.069703,0.786315,-0.875213,0.564091,-1.000280,0.936180,-1.343922,0.608939,0.724273,0.653296,-0.859874,0.292134,-1.631317,0.340683,0.644265,0.377579,0.617065,0.225122,0.878419,0.231265,0.132589,0.537038,-0.198812,-0.859961,1.432935,-0.276810,0.730275,1.324834,-1.487505,0.292587,0.452793,0.235770,0.802259,-0.655535,0.313276,-0.297267,0.727900,-0.291953,0.314031,1.121815,0.963766,0.181008,-0.942915,0.110304,-0.469266,0.784740,-0.330988,-1.213045,-0.057450,0.223653,0.570802,0.669535,0.879650,1.588939,0.243632,-0.328253,0.300686,0.268213,0.292530,1.053170,1.086788,0.218871,0.190896,0.093330
0.625692,0.552784,1.767483,0.566021,-0.901676,1.081189,-1.069703,0.601230,-0.875213,0.594831,-1.000280,0.793130,-1.343922,0.488051,0.833534,0.556113,-1.030274,0.362309,-1.704396,0.322724,0.490990,0.641869,0.545374,0.622451,0.878419,0.251613,0.295550,0.655729,-0.394512,-1.270776,1.432935,-0.276810,0.677566,1.324834,-1.501980,0.183379,0.677606,0.367076,0.981755,-0.655535,0.462259,-0.297267,0.572201,-0.291953,0.326052,1.459063,0.963766,0.259057,-0.942915,-0.380456,-0.481858,1.148656,-0.769574,-1.213045,-0.431079,1.159244,0.916240,0.542706,0.879650,1.666940,0.612858,-0.530793,0.329765,0.272808,0.329739,1.053170,1.192051,0.286001,0.676527,0.229664
0.556205,0.716121,1.580659,0.362470,-1.502798,0.287983,-0.840008,0.187002,-0.753298,0.416549,0.018853,0.210806,-1.094605,0.326179,0.546167,1.470611,-0.916385,0.292140,-1.653701,0.287348,0.394458,0.384124,0.752646,0.742110,0.683632,0.241608,0.288385,0.226103,-2.224143,-0.785281,0.590890,-0.658321,0.723095,1.130683,-1.581248,0.683632,0.276141,0.405861,1.084660,-0.619596,0.375251,1.881450,0.131649,-1.483837,0.368338,1.459063,0.799246,0.255536,-0.891757,-1.026681,-1.797506,1.522332,-0.780294,-0.913382,-0.454789,1.159244,0.275052,1.710967,0.797149,1.740330,0.432072,-0.777648,0.346633,0.438748,0.431328,1.452271,0.886690,0.411452,0.561993,0.383865
