feat_187,feat_240,feat_239,feat_227,feat_67,feat_159,feat_233,feat_5,feat_228,feat_230,feat_3,feat_14,feat_248,feat_217,feat_250,feat_73,feat_158,feat_170,feat_107,feat_242,feat_222,feat_197,feat_255,feat_204,feat_244,feat_147,feat_180,feat_15,feat_143,feat_13,feat_219,feat_168,feat_237,feat_149,feat_109,feat_246,feat_160,feat_205,feat_169,feat_138,feat_220,feat_23,feat_10,feat_153,feat_155,feat_249,feat_189,feat_140,feat_203,feat_218,feat_173,feat_214,feat_178,feat_198,feat_148,feat_164,feat_25,feat_254,feat_174,feat_108,feat_195,feat_183,feat_139,feat_235,feat_175,feat_144,feat_229,feat_172,feat_190,feat_177
0.282771,0.131181,0.517709,0.133761,-1.420981,0.141286,-0.851855,0.220713,-0.150403,0.094434,0.088412,0.693004,-0.100878,0.329517,0.153804,0.201199,-0.663258,0.272784,-1.739645,0.335028,0.266392,0.276170,0.354495,0.203076,1.419066,0.271730,0.295504,0.585928,-0.491272,-0.897507,1.262126,-0.826183,0.274178,0.186194,-1.726965,-0.360665,0.216722,0.219688,0.887235,-0.432351,0.385418,-0.305389,0.109105,-0.058046,0.173110,0.625797,0.536281,0.302625,-0.481860,-0.434315,-0.499227,0.428814,-0.167354,-0.968295,-0.496140,0.441830,0.736852,0.827728,0.315533,1.831937,0.353627,-0.482212,1.949949,0.243995,0.137951,0.750811,0.331647,0.365940,0.316185,0.154266
0.340505,0.426830,0.400831,0.299438,-1.659905,-0.015010,-0.762096,0.373999,-0.571542,0.382950,-0.541659,0.839411,-0.997538,0.270054,0.460887,0.385362,-0.445026,0.289270,-1.481638,0.436196,0.472813,0.243060,0.595600,0.209371,1.244640,0.274714,0.296571,0.082159,-0.972051,0.605045,1.076177,-0.826183,0.549657,0.325516,-1.283761,0.186820,0.094221,0.186903,0.959768,-0.432351,0.348648,-0.847368,0.287438,-0.490227,0.232829,0.859930,0.475483,0.305067,-0.501384,-0.450438,-0.816947,0.417115,-0.167354,-0.989644,-0.644926,0.315495,0.213886,1.451046,0.315533,1.463641,0.287268,-0.482212,1.949949,0.662777,0.183082,0.750811,0.860400,0.260751,0.067958,0.172187
0.366721,0.371918,0.971309,0.286775,-1.821800,-0.319460,-0.449972,0.321034,-0.376768,0.221698,0.509378,0.941393,-1.043861,0.231758,0.413641,0.352085,-0.409040,0.037229,-1.291531,0.546810,0.406930,0.154094,0.362043,-0.291251,1.406196,0.268757,0.047390,0.029961,-0.249235,0.831394,0.493327,0.432486,0.386678,-0.255422,-1.041304,1.173818,0.018372,0.059755,0.622157,0.130923,0.122498,-1.107626,0.329141,0.415794,0.052348,0.778441,0.460149,0.005304,-0.496514,0.004263,-0.327632,0.111293,-0.055605,0.047049,-0.276476,0.183318,0.090933,0.275694,-0.168296,1.195555,0.085445,0.107413,0.154482,0.319903,0.035350,-0.181974,0.539407,0.245978,0.042633,0.052679
0.553611,1.343434,0.979655,0.336454,-1.785084,0.726590,-0.555239,1.134901,-0.928264,0.406394,-1.455631,0.941393,-1.103141,0.334631,1.245060,0.608756,-0.459160,0.278346,-1.772158,0.840767,0.558254,0.354003,0.270512,0.521779,1.406196,0.240312,0.169828,0.593233,-0.429278,-1.179572,0.937932,-0.347278,1.132731,0.134003,-1.494041,0.842079,0.325562,0.347834,0.622157,-0.705636,0.337231,-1.067893,0.953424,-0.308353,0.287973,2.924032,1.009736,0.274936,-1.143321,-0.605087,-0.495223,0.240525,-0.383277,-0.807453,-0.424372,0.247567,0.471782,-0.030043,0.891355,1.740659,0.505507,-0.494115,0.157152,0.395148,0.269443,0.658652,0.539407,0.311962,0.195795,0.127972
0.715311,0.892902,0.218041,0.551871,-1.619097,0.726590,-0.641352,1.119279,-0.928264,0.605784,-1.455631,0.854072,-1.703901,0.430374,1.113041,0.269221,-1.042409,0.460857,-1.931857,0.709247,0.664978,0.681992,0.392343,0.521779,1.069062,0.211780,0.274902,0.986341,-0.429278,-2.154542,0.937932,-0.347278,1.126197,0.141867,-1.680975,-1.354683,0.584739,0.369086,1.139732,-0.711936,0.491325,-0.967736,0.621120,-0.308353,0.337265,2.923627,1.009736,0.350296,-1.143321,-0.834377,-0.503690,0.513382,-0.626145,-0.807453,-0.424372,1.046058,0.613992,0.395426,0.891355,2.011717,0.900698,-0.494115,0.514338,0.383566,0.290213,0.658652,1.171449,0.330348,0.770803,0.237990
0.669393,0.919684,0.639044,0.533764,-1.813665,-0.077643,-1.150545,0.885777,-1.001433,0.592119,-1.207888,0.398882,-1.705318,0.549815,0.741590,1.021645,-0.993360,0.497679,-1.907312,0.757624,0.493246,0.531081,0.427983,1.059736,0.597268,0.365131,0.596307,0.398128,-1.469000,-1.349345,1.541773,-1.710587,0.817610,0.782395,-1.831670,0.379611,0.219124,0.529288,1.180585,-1.285426,0.665306,-1.189507,0.560450,-1.518229,0.412196,1.064690,0.966170,0.555151,-0.850857,-2.408649,-3.433871,0.727463,-1.189692,-1.192497,-1.100665,1.006152,0.724596,1.504191,1.906730,2.049389,1.214546,-1.907137,1.883382,0.913453,0.734579,2.348009,0.978015,0.475468,0.724843,0.461247
0.360817,0.615744,0.513624,0.525641,-1.671618,-0.318965,-0.548426,0.282750,-0.679235,0.458061,0.411494,0.904878,-2.282341,0.440148,0.723759,0.518440,-0.433685,0.118475,-1.349409,0.507366,0.807180,0.156965,0.500684,-0.078898,1.746249,0.266291,0.049051,0.397199,-0.383263,-0.133248,1.190018,0.032492,0.758076,-0.226436,-1.308117,1.731837,0.026711,0.110158,0.687564,0.134963,0.386254,-1.047583,0.277572,0.196525,0.155446,1.039929,0.558235,0.015130,-0.691490,-0.407250,-0.898431,0.441145,-0.040481,-0.478569,-0.291733,0.195698,0.176939,0.667519,-0.074647,1.470097,0.254186,-0.226410,0.222665,0.704741,0.144716,-0.101505,1.016939,0.276809,0.089262,0.061249
0.546567,1.048268,1.266797,0.456471,-1.695716,0.958370,-1.564965,0.733221,-0.565731,0.530516,-0.734144,0.965103,-2.282341,0.397410,0.876142,0.399690,-0.767615,0.373899,-2.133779,0.493909,0.717814,0.401251,0.403311,0.448399,1.746249,0.251766,0.176358,0.672859,-0.473739,-1.433855,1.190018,-0.646732,0.828292,0.560624,-2.192233,-0.772772,0.401541,0.315016,0.687564,-0.863747,0.415667,-1.036762,0.793679,-0.135794,0.263728,1.240297,0.941988,0.237306,-1.020525,-0.716982,-0.648267,0.441145,-0.380675,-1.159051,-0.386003,0.219218,0.738315,0.326468,0.466111,2.432951,0.444777,-0.408006,0.399696,0.642818,0.209494,1.335115,1.016939,0.295917,0.216118,0.144438
0.682843,1.017749,1.266797,0.392121,-1.391718,0.958370,-1.564965,0.650595,-0.565731,0.459834,-0.734144,0.908139,-1.444534,0.284399,0.569489,0.194597,-1.014014,0.473497,-2.096713,0.567187,0.619991,0.684853,0.474841,1.104264,1.024265,0.247235,0.368849,0.896898,-0.540725,-1.930866,0.798767,-0.646732,0.820873,0.560624,-2.177845,-0.962327,0.581294,0.468358,0.944306,-0.874891,0.334425,-0.740557,0.571563,-0.135794,0.288199,1.240297,0.941988,0.367644,-1.020525,-0.716982,-0.648267,0.940347,-0.924757,-1.159666,-0.529783,1.053623,0.653244,0.728416,0.466111,2.385789,0.845194,-0.613458,0.399696,0.783536,0.230341,1.335115,1.038871,0.308803,0.731333,0.285490
0.596676,0.916225,1.115403,0.443781,-1.830875,-0.087344,-1.555129,0.533778,-0.801175,0.506322,-0.263994,0.172985,-1.465645,0.529894,0.911998,0.981669,-0.991217,0.436669,-1.817451,0.562838,0.602943,0.493867,0.621203,1.104264,1.121174,0.333688,0.374440,0.255931,-1.963649,-1.024850,1.564748,-1.393806,0.830378,0.492635,-1.596596,0.559224,0.218214,0.523518,0.966650,-0.874891,0.689436,-0.792439,0.657320,-1.263134,0.427083,2.103423,0.810960,0.380439,-1.349547,-2.224368,-1.129510,0.940347,-0.924757,-1.159666,-0.719712,1.053623,0.596817,2.009082,0.828229,1.899095,0.997403,-0.613458,0.286199,0.872666,0.345125,1.743640,0.976032,0.307912,0.653832,0.390237
