feat_187,feat_240,feat_239,feat_227,feat_67,feat_159,feat_233,feat_5,feat_228,feat_230,feat_3,feat_14,feat_248,feat_217,feat_250,feat_73,feat_158,feat_170,feat_107,feat_242,feat_222,feat_197,feat_255,feat_204,feat_244,feat_147,feat_180,feat_15,feat_143,feat_13,feat_219,feat_168,feat_237,feat_149,feat_109,feat_246,feat_160,feat_205,feat_169,feat_138,feat_220,feat_23,feat_10,feat_153,feat_155,feat_249,feat_189,feat_140,feat_203,feat_218,feat_173,feat_214,feat_178,feat_198,feat_148,feat_164,feat_25,feat_254,feat_174,feat_108,feat_195,feat_183,feat_139,feat_235,feat_175,feat_144,feat_229,feat_172,feat_190,feat_177
0.389923,0.106020,0.505838,0.353546,-1.110852,-0.037253,-1.386754,0.351301,0.053698,0.142162,0.746217,1.095862,-0.132305,0.184707,0.331989,1.211305,-0.574184,0.103920,-1.624839,0.379674,0.315860,0.219025,0.239702,0.212700,1.110513,0.256529,0.169583,0.479772,-0.268914,-0.448237,0.479309,0.134288,0.352526,-0.018377,-1.182243,-0.483757,0.150220,0.261891,0.559724,-0.192037,0.228610,-0.519767,0.147389,-0.479243,0.139860,1.197724,0.797310,0.147675,-0.747842,-0.315643,0.023002,0.284299,-0.176294,-0.595944,-0.437996,0.550798,0.331773,0.502303,0.352461,1.531805,0.527398,-0.593553,0.297954,0.429915,0.095405,0.635574,0.647093,0.161847,0.395211,0.164402
0.462110,0.401976,0.627714,0.344497,-1.172666,0.098557,-0.999898,0.352488,-0.413096,0.333288,0.801134,0.545119,-0.737241,0.237427,0.362171,1.653509,-0.495019,0.107594,-1.873416,0.338677,0.268520,0.238513,0.463988,0.226159,0.508883,0.314723,0.126128,0.183827,-0.347753,-0.003498,0.479309,-0.057998,0.370532,0.102657,-1.575833,-0.398831,0.153253,0.253138,0.658817,-0.268665,0.293154,-0.582627,0.132580,-0.844120,0.123412,0.746968,0.669632,0.084135,-0.652741,-0.506986,-0.130168,0.280814,-0.183188,-0.587574,-0.579754,0.550798,0.150303,1.696854,0.490937,1.946318,0.202882,-0.593553,0.111019,0.562837,0.126562,0.401353,0.786824,0.192085,0.288182,0.099379
0.454848,0.239649,0.199973,0.504804,-1.159225,0.031830,-0.357580,0.143253,-0.302655,0.327862,0.801134,1.171630,-0.848934,0.196318,0.388293,1.373537,-0.307468,0.029909,-1.714423,0.497105,0.732802,0.135355,0.522436,0.013652,0.401390,0.274129,0.045046,0.385807,-0.137646,-0.001863,0.212600,0.341830,0.186947,0.102657,-1.208471,0.401390,0.045938,0.153137,0.488533,-0.268665,0.239103,-0.488017,0.133247,-0.844120,0.114679,0.439446,0.617302,0.051983,-0.771490,-0.506986,-0.015422,0.143032,-0.127777,-0.587574,-0.330140,0.088063,0.475434,1.696854,0.534097,1.533247,0.116483,-0.577689,0.079410,0.391811,0.110064,0.401353,0.901235,0.230211,0.084196,0.032489
0.578458,0.624995,1.252678,0.532846,-1.029026,1.003592,-1.145795,0.722292,-0.761071,0.555116,-0.897902,1.208604,-0.772930,0.182664,0.753975,1.158507,-0.769360,0.166544,-1.923730,0.534872,0.752457,0.311289,0.473277,0.315079,1.750221,0.265200,0.176231,0.464971,-0.084266,-0.606685,0.212600,-0.280561,0.463813,0.414299,-1.762165,0.281655,0.402310,0.301383,0.501839,-0.780456,0.194899,0.120370,0.661989,-0.681187,0.299740,2.660133,1.069278,0.196607,-0.892561,-0.390251,0.073327,0.259184,-0.341441,-0.887203,-0.616204,0.088059,0.263518,0.461824,1.382507,2.055186,0.428145,-0.396451,0.079410,0.575840,0.225781,0.818481,0.901235,0.303718,0.210649,0.121649
0.644794,0.603753,1.252678,0.615999,-1.024446,1.003592,-1.145795,0.761718,-0.761071,0.595857,-0.897902,1.208604,-1.222647,0.321061,0.965654,1.179974,-0.901511,0.203900,-1.872210,0.367764,0.709544,0.497642,0.494026,0.315079,1.750221,0.240417,0.215240,0.953714,-0.116110,-1.349401,0.065827,-0.280561,0.537033,0.414299,-1.629603,-0.581002,0.583879,0.308977,0.627801,-0.780456,0.278328,-1.026748,0.612314,-0.681187,0.301528,2.660133,1.069278,0.224182,-0.892561,-0.957346,0.031957,0.532983,-0.516441,-0.887203,-0.616204,1.003456,0.799092,0.526258,1.382507,1.941147,0.613622,-0.583312,0.115737,0.592667,0.246694,0.818481,0.919954,0.240672,0.660437,0.173125
0.623861,0.769972,0.891473,0.562815,-1.420263,0.733903,-0.656635,0.321244,-0.761030,0.539583,0.261356,0.165407,-1.222647,0.433989,0.524526,2.046255,-0.901511,0.322652,-1.771506,0.427037,0.500911,0.502538,0.886194,1.147298,0.465869,0.429894,0.602364,0.488554,-2.504309,-1.318557,1.103214,-1.466489,0.532228,1.543074,-1.672604,-0.872923,0.336396,0.539964,0.778611,-1.171590,0.640208,-1.221889,0.221361,-1.760534,0.337082,0.902204,1.004872,0.350876,-1.272042,-2.532573,-0.855220,1.023047,-1.060686,-1.056194,-0.913526,1.136227,0.189266,2.596072,0.584769,1.843654,0.516792,-1.074365,1.236738,0.619928,0.246502,0.882899,0.918673,0.231130,0.665463,0.446593
0.530561,0.687820,0.370285,0.643089,-1.273174,0.733903,-1.043560,0.250489,-0.761030,0.551461,0.261356,1.082833,-1.744966,0.394711,0.462574,1.936863,-0.314201,0.301846,-1.781821,0.446188,0.883191,0.350529,0.871841,1.147298,0.465869,0.334562,0.455070,0.397198,-2.504309,-0.146340,1.103214,-1.466489,0.486188,1.543074,-1.640530,-0.132802,0.149817,0.390438,0.778611,-1.171590,0.627152,-1.209539,0.147883,-1.760534,0.273604,0.246194,1.004872,0.221330,-1.272042,-2.532573,-0.855220,1.023047,-0.789534,-1.056194,-0.848858,0.160489,0.677146,2.596072,0.606570,1.811584,0.476348,-0.993595,1.236738,0.693713,0.251350,0.882899,1.232562,0.301254,0.166409,0.209933
0.618104,0.507596,0.995090,0.650866,-1.053830,1.289873,-1.085755,0.702373,-0.887174,0.626483,-1.006664,1.132205,-1.744966,0.282410,0.580720,1.274036,-1.113702,0.168067,-1.721991,0.504036,0.829424,0.333645,0.623212,0.359716,1.871109,0.290624,0.196232,0.504040,-0.166472,-0.668579,0.943101,-0.180127,0.360614,0.811403,-1.508629,0.106051,0.500264,0.297106,0.508198,-0.871973,0.349834,-0.360779,0.647252,-0.643198,0.460493,1.027425,0.989539,0.186970,-1.077924,-0.966130,0.039042,0.299190,-0.363158,-1.035384,-1.280160,0.160489,0.422569,0.845827,1.286757,1.703715,0.449273,-0.407844,0.079224,0.534457,0.223962,1.223609,1.232562,0.335860,0.214456,0.174906
0.652634,0.486383,0.995090,0.619643,-1.065195,1.289873,-1.085755,0.690028,-0.887174,0.598262,-1.006664,1.132205,-1.036129,0.394469,0.511052,1.149896,-1.113702,0.206344,-1.583776,0.473442,0.648222,0.445085,0.498781,0.359716,1.871109,0.306167,0.304251,0.805524,-0.499178,-1.165125,0.943101,-0.180127,0.325115,0.811403,-1.276087,-0.107799,0.704316,0.329284,0.633347,-0.871973,0.393084,-1.049615,0.606632,-0.648654,0.461732,1.027425,0.989539,0.225801,-1.077924,-0.841046,-0.016232,0.664562,-0.815231,-1.035384,-1.280160,1.159272,0.796181,0.729477,1.286757,1.463582,0.739299,-0.808656,0.105265,0.492369,0.235578,1.223609,1.160640,0.259484,0.682686,0.237165
0.625736,0.534569,0.835036,0.543338,-1.514136,0.334818,-1.742636,0.248657,-0.853831,0.572039,0.446499,0.349541,-0.779451,0.389863,0.552919,1.997099,-0.951842,0.302674,-1.797712,0.382786,0.485278,0.387176,0.805357,0.865114,0.954531,0.400661,0.431087,0.392375,-0.886768,-1.005510,1.015611,-1.110636,0.396062,0.921237,-1.660313,-0.061533,0.336430,0.470111,0.966261,-0.800827,0.476899,-1.049615,0.170563,-1.059931,0.251490,1.125199,0.855513,0.292277,-1.028399,-1.317100,-0.460178,0.664562,-1.098264,-1.043300,-0.945977,1.159272,0.332142,2.756257,0.714306,1.874915,0.518155,-0.831016,0.225685,0.657569,0.197392,0.993016,1.071595,0.234482,0.652456,0.337516
